Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P07948	Lyn	0.5528347674265	0.96657624451305	1.51941101193955	1.4923599804368	1.46145509718123	1.48474128025372	0.102185386386954	18.1111111111111
P16234	PDGFR[alpha]	0.495929744556717	0.96657624451305	1.46250598906977	1.46414912452862	1.54140367708791	1.54140367708791	0	5
Q16288	TRKC	0.64740632889692	0.96657624451305	1.61398257340997	1.45603123430644	1.51241382746074	1.45475242914923	0.158663303079234	13.1111111111111
P14616	IRR	0.478329068874484	0.96657624451305	1.44490531338753	1.44282977770149	1.5550881306004	1.5550881306004	0	4
Q05397	FAK1	0.546896667223222	0.96657624451305	1.51347291173627	1.44282977770149	1.44437330724822	1.43048416216378	0.0717955289555529	31.1111111111111
Q08881	ITK	0.451747228094394	0.96657624451305	1.41832347260744	1.42750014572027	1.4098348053121	1.42425710321069	0.0846616053507334	28.3333333333333
P06213	InSR	0.457732989531933	0.96657624451305	1.42430923404498	1.42003358103492	1.43114583731653	1.42901574576663	0.0633820905079047	18.5555555555556
P04629	TRKA	0.429082744973313	0.96657624451305	1.39565898948636	1.39603330463115	1.45022376818202	1.46078800139541	0.106525971218356	9.11111111111111
P42681	TXK	0.397131639515738	0.96657624451305	1.36370788402879	1.38908444467583	1.32484130009703	1.40703661693925	0.204563863842661	23.7777777777778
P09619	PDGFR[beta]	0.381271098500204	0.96657624451305	1.34784734301325	1.36669317243936	1.40426818496223	1.41418935720318	0.0695624464900911	12.1111111111111
P06241	Fyn	0.333560104734992	0.96657624451305	1.30013634924804	1.31724138580091	1.37015268489752	1.37573398478751	0.0829583331117579	14.3333333333333
P54764	EphA4	0.282239583969657	0.96657624451305	1.24881582848271	1.30952039165595	1.29074827035636	1.38783215426964	0.145625825869932	3.33333333333333
Q12866	Mer	0.314259760497814	0.96657624451305	1.28083600501086	1.29263424587896	1.36043644190739	1.3749461069723	0.0550196475255668	38.7777777777778
P54756	EphA5	0.285870863122696	0.96657624451305	1.25244710763575	1.27575521753405	1.30617427350521	1.35360683409745	0.0948651211844677	4.25
P22607	FGFR3	0.297588553714097	0.96657624451305	1.26416479822715	1.26072599580237	1.33225899656291	1.32372451347171	0.0554044022485759	7.16666666666667
P21802	FGFR2	0.315597777443543	0.96657624451305	1.28217402195659	1.25730628353722	1.34640356947109	1.34934014210803	0.0629167896753501	7.85714285714286
P29317	EphA2	0.287512836068186	0.96657624451305	1.25408908058124	1.25224648476782	1.29668954007074	1.30342868574462	0.139732947468714	4.88888888888889
P22455	FGFR4	0.338443879215418	0.96657624451305	1.30502012372847	1.22150145293099	1.3405306201724	1.31611331993997	0.113822889922976	13.7777777777778
P35968	KDR	0.344869751450282	0.96657624451305	1.31144599596333	1.21070138884056	1.37868722651975	1.31751239225134	0.144033023687333	15.4444444444444
P00533	EGFR	0.212459876587419	0.96657624451305	1.17903612110047	1.17139165483063	1.31947998263291	1.31945557315081	0.0274705552027266	34.4444444444444
Q16620	TRKB	0.266149455118926	0.96657624451305	1.23272569963198	1.17139165483063	1.29759611534904	1.28993838785993	0.119559760280121	15.5555555555556
P54762	EphB1	0.193472529332637	0.96657624451305	1.16004877384569	1.16004877384569	1.12857789815069	1.12857789815069	0	3
P29322	EphA8	0.187187402491784	0.96657624451305	1.15376364700483	1.15376364700483	1.15620916310092	1.15620916310092	0	3
P29320	EphA3	0.158037224817342	0.96657624451305	1.12461346933039	1.12461346933039	1.08454227597322	1.08454227597322	0	3
P09769	Fgr	0.199445194805262	0.901484665525983	1.10092986033124	1.11531789579398	1.15757674750471	1.21990422500774	0.239163315867327	6.66666666666667
P42679	CTK	0.13631062380167	0.96657624451305	1.10288686831472	1.08348288593736	1.25010568095144	1.25180600897687	0.051948579646623	25.5555555555556
P07333	FmS/CSFR	0.113777961984308	0.96657624451305	1.08035420649736	1.07448164182257	1.08491020873114	1.07900326304516	0.142293280603955	8.22222222222222
P35916	FLT4	0.11875750604041	0.96657624451305	1.08533375055346	1.051704426973	1.13173318797679	1.14345052162646	0.157671513961484	11.5555555555556
P41240	CSK	0.057084081141184	0.96657624451305	1.02366032565423	1.01523872571713	1.18660452603541	1.21027311942	0.0858462178877399	32.8888888888889
P36888	FLT3	0.0623473074752997	0.858576284424476	0.920923591899775	1.00945227958153	0.861969871687824	0.888284921918006	0.33599800834842	8.5
O60674	JAK2	0.0456199445485782	0.96657624451305	1.01219618906163	1.0046807708452	1.05161914914218	1.04003916464371	0.0691551543008544	15.4444444444444
P17948	FLT1	0.036746873091146	0.96657624451305	1.0033231176042	0.972699329571839	0.946755402617079	0.883731994663954	0.210669776370164	14.2222222222222
Q08345	DDR1	0.12614945581326	0.681936665037238	0.808086120850499	0.804565319167464	0.990231883618952	0.990231883618952	0	3
P23458	JAK1~b	0.0201560719733419	0.519993057042849	0.540149129016191	0.540444682338754	0.666925630006271	0.666925630006271	0	4
